junction,timestamp,avg_speed,vehicle_count
Thika Road - Muthaiga,1/4/2025 3:45,52,64
Uhuru Highway - Haile Selassie,1/4/2025 3:45,52,133
Waiyaki Way - Westlands,1/4/2025 3:45,47,96
Ngong Road - Adams Arcade,1/4/2025 3:45,58,113
Jogoo Road - City Stadium,1/4/2025 3:45,46,128
Thika Road - Muthaiga,1/4/2025 4:00,47,94
Uhuru Highway - Haile Selassie,1/4/2025 4:00,45,132
Waiyaki Way - Westlands,1/4/2025 4:00,41,103
Ngong Road - Adams Arcade,1/4/2025 4:00,38,76
Jogoo Road - City Stadium,1/4/2025 4:00,43,85
Thika Road - Muthaiga,1/4/2025 4:15,66,81
Uhuru Highway - Haile Selassie,1/4/2025 4:15,56,93
Waiyaki Way - Westlands,1/4/2025 4:15,45,118
Ngong Road - Adams Arcade,1/4/2025 4:15,43,74
Jogoo Road - City Stadium,1/4/2025 4:15,49,112
Thika Road - Muthaiga,1/4/2025 4:30,63,82
Uhuru Highway - Haile Selassie,1/4/2025 4:30,60,93
Waiyaki Way - Westlands,1/4/2025 4:30,47,106
Ngong Road - Adams Arcade,1/4/2025 4:30,37,72
Jogoo Road - City Stadium,1/4/2025 4:30,57,103
Thika Road - Muthaiga,1/4/2025 4:45,63,80
Uhuru Highway - Haile Selassie,1/4/2025 4:45,50,78
Waiyaki Way - Westlands,1/4/2025 4:45,42,99
Ngong Road - Adams Arcade,1/4/2025 4:45,39,70
Jogoo Road - City Stadium,1/4/2025 4:45,46,99
Thika Road - Muthaiga,1/4/2025 5:00,43,56
Uhuru Highway - Haile Selassie,1/4/2025 5:00,58,100
Waiyaki Way - Westlands,1/4/2025 5:00,46,58
Ngong Road - Adams Arcade,1/4/2025 5:00,56,77
Jogoo Road - City Stadium,1/4/2025 5:00,51,89
Thika Road - Muthaiga,1/4/2025 5:15,42,92
Uhuru Highway - Haile Selassie,1/4/2025 5:15,56,121
Waiyaki Way - Westlands,1/4/2025 5:15,80,107
Ngong Road - Adams Arcade,1/4/2025 5:15,58,53
Jogoo Road - City Stadium,1/4/2025 5:15,50,90
Thika Road - Muthaiga,1/4/2025 5:30,56,89
Uhuru Highway - Haile Selassie,1/4/2025 5:30,57,101
Waiyaki Way - Westlands,1/4/2025 5:30,56,77
Ngong Road - Adams Arcade,1/4/2025 5:30,35,78
Jogoo Road - City Stadium,1/4/2025 5:30,58,88
Thika Road - Muthaiga,1/4/2025 5:45,62,81
Uhuru Highway - Haile Selassie,1/4/2025 5:45,61,99
Waiyaki Way - Westlands,1/4/2025 5:45,64,110
Ngong Road - Adams Arcade,1/4/2025 5:45,50,82
Jogoo Road - City Stadium,1/4/2025 5:45,58,96
Thika Road - Muthaiga,1/4/2025 6:00,65,79
Uhuru Highway - Haile Selassie,1/4/2025 6:00,54,107
Waiyaki Way - Westlands,1/4/2025 6:00,52,101
Ngong Road - Adams Arcade,1/4/2025 6:00,46,83
Jogoo Road - City Stadium,1/4/2025 6:00,55,118
Thika Road - Muthaiga,1/4/2025 6:15,56,103
Uhuru Highway - Haile Selassie,1/4/2025 6:15,62,96
Waiyaki Way - Westlands,1/4/2025 6:15,61,113
Ngong Road - Adams Arcade,1/4/2025 6:15,43,75
Jogoo Road - City Stadium,1/4/2025 6:15,44,70
Thika Road - Muthaiga,1/4/2025 6:30,56,104
Uhuru Highway - Haile Selassie,1/4/2025 6:30,53,119
Waiyaki Way - Westlands,1/4/2025 6:30,40,104
Ngong Road - Adams Arcade,1/4/2025 6:30,21,86
Jogoo Road - City Stadium,1/4/2025 6:30,34,92
Thika Road - Muthaiga,1/4/2025 6:45,66,108
Uhuru Highway - Haile Selassie,1/4/2025 6:45,67,117
Waiyaki Way - Westlands,1/4/2025 6:45,63,85
Ngong Road - Adams Arcade,1/4/2025 6:45,43,98
Jogoo Road - City Stadium,1/4/2025 6:45,39,112
Thika Road - Muthaiga,1/4/2025 7:00,32,131
Uhuru Highway - Haile Selassie,1/4/2025 7:00,25,168
Waiyaki Way - Westlands,1/4/2025 7:00,29,178
Ngong Road - Adams Arcade,1/4/2025 7:00,23,141
Jogoo Road - City Stadium,1/4/2025 7:00,32,124
Thika Road - Muthaiga,1/4/2025 7:15,36,115
Uhuru Highway - Haile Selassie,1/4/2025 7:15,50,155
Waiyaki Way - Westlands,1/4/2025 7:15,32,173
Ngong Road - Adams Arcade,1/4/2025 7:15,21,154
Jogoo Road - City Stadium,1/4/2025 7:15,31,160
Thika Road - Muthaiga,1/4/2025 7:30,47,147
Uhuru Highway - Haile Selassie,1/4/2025 7:30,36,186
Waiyaki Way - Westlands,1/4/2025 7:30,23,135
Ngong Road - Adams Arcade,1/4/2025 7:30,28,134
Jogoo Road - City Stadium,1/4/2025 7:30,49,135
Thika Road - Muthaiga,1/4/2025 7:45,42,166
Uhuru Highway - Haile Selassie,1/4/2025 7:45,32,177
Waiyaki Way - Westlands,1/4/2025 7:45,31,145
Ngong Road - Adams Arcade,1/4/2025 7:45,18,139
Jogoo Road - City Stadium,1/4/2025 7:45,28,157
Thika Road - Muthaiga,1/4/2025 8:00,30,115
Uhuru Highway - Haile Selassie,1/4/2025 8:00,49,169
Waiyaki Way - Westlands,1/4/2025 8:00,20,168
Ngong Road - Adams Arcade,1/4/2025 8:00,15,143
Jogoo Road - City Stadium,1/4/2025 8:00,26,168
Thika Road - Muthaiga,1/4/2025 8:15,48,142
Uhuru Highway - Haile Selassie,1/4/2025 8:15,23,156
Waiyaki Way - Westlands,1/4/2025 8:15,39,151
Ngong Road - Adams Arcade,1/4/2025 8:15,5,113
Jogoo Road - City Stadium,1/4/2025 8:15,34,145
Thika Road - Muthaiga,1/4/2025 8:30,33,162
Uhuru Highway - Haile Selassie,1/4/2025 8:30,43,169
Waiyaki Way - Westlands,1/4/2025 8:30,28,131
Ngong Road - Adams Arcade,1/4/2025 8:30,31,138
Jogoo Road - City Stadium,1/4/2025 8:30,30,144
Thika Road - Muthaiga,1/4/2025 8:45,32,106
Uhuru Highway - Haile Selassie,1/4/2025 8:45,26,182
Waiyaki Way - Westlands,1/4/2025 8:45,34,160
Ngong Road - Adams Arcade,1/4/2025 8:45,29,130
Jogoo Road - City Stadium,1/4/2025 8:45,28,137
Thika Road - Muthaiga,1/4/2025 9:00,38,153
Uhuru Highway - Haile Selassie,1/4/2025 9:00,36,167
Waiyaki Way - Westlands,1/4/2025 9:00,14,170
Ngong Road - Adams Arcade,1/4/2025 9:00,25,153
Jogoo Road - City Stadium,1/4/2025 9:00,39,158
Thika Road - Muthaiga,1/4/2025 9:15,31,123
Uhuru Highway - Haile Selassie,1/4/2025 9:15,28,171
Waiyaki Way - Westlands,1/4/2025 9:15,24,186
Ngong Road - Adams Arcade,1/4/2025 9:15,29,127
Jogoo Road - City Stadium,1/4/2025 9:15,26,133
Thika Road - Muthaiga,1/4/2025 9:30,34,148
Uhuru Highway - Haile Selassie,1/4/2025 9:30,30,174
Waiyaki Way - Westlands,1/4/2025 9:30,33,137
Ngong Road - Adams Arcade,1/4/2025 9:30,28,162
Jogoo Road - City Stadium,1/4/2025 9:30,35,155
Thika Road - Muthaiga,1/4/2025 9:45,51,124
Uhuru Highway - Haile Selassie,1/4/2025 9:45,47,179
Waiyaki Way - Westlands,1/4/2025 9:45,45,149
Ngong Road - Adams Arcade,1/4/2025 9:45,32,147
Jogoo Road - City Stadium,1/4/2025 9:45,28,155
Thika Road - Muthaiga,1/4/2025 10:00,61,108
Uhuru Highway - Haile Selassie,1/4/2025 10:00,46,80
Waiyaki Way - Westlands,1/4/2025 10:00,52,97
Ngong Road - Adams Arcade,1/4/2025 10:00,54,84
Jogoo Road - City Stadium,1/4/2025 10:00,49,65
Thika Road - Muthaiga,1/4/2025 10:15,66,62
Uhuru Highway - Haile Selassie,1/4/2025 10:15,58,108
Waiyaki Way - Westlands,1/4/2025 10:15,60,87
Ngong Road - Adams Arcade,1/4/2025 10:15,49,100
Jogoo Road - City Stadium,1/4/2025 10:15,52,93
Thika Road - Muthaiga,1/4/2025 10:30,66,79
Uhuru Highway - Haile Selassie,1/4/2025 10:30,63,134
Waiyaki Way - Westlands,1/4/2025 10:30,52,89
Ngong Road - Adams Arcade,1/4/2025 10:30,49,65
Jogoo Road - City Stadium,1/4/2025 10:30,33,101
Thika Road - Muthaiga,1/4/2025 10:45,57,72
Uhuru Highway - Haile Selassie,1/4/2025 10:45,45,105
Waiyaki Way - Westlands,1/4/2025 10:45,52,105
Ngong Road - Adams Arcade,1/4/2025 10:45,38,82
Jogoo Road - City Stadium,1/4/2025 10:45,61,110
Thika Road - Muthaiga,1/4/2025 11:00,55,82
Uhuru Highway - Haile Selassie,1/4/2025 11:00,52,117
Waiyaki Way - Westlands,1/4/2025 11:00,55,97
Ngong Road - Adams Arcade,1/4/2025 11:00,55,56
Jogoo Road - City Stadium,1/4/2025 11:00,44,96
Thika Road - Muthaiga,1/4/2025 11:15,59,88
Uhuru Highway - Haile Selassie,1/4/2025 11:15,66,84
Waiyaki Way - Westlands,1/4/2025 11:15,53,100
Ngong Road - Adams Arcade,1/4/2025 11:15,36,99
Jogoo Road - City Stadium,1/4/2025 11:15,45,102
Thika Road - Muthaiga,1/4/2025 11:30,42,102
Uhuru Highway - Haile Selassie,1/4/2025 11:30,50,108
Waiyaki Way - Westlands,1/4/2025 11:30,53,106
Ngong Road - Adams Arcade,1/4/2025 11:30,39,74
Jogoo Road - City Stadium,1/4/2025 11:30,40,93
Thika Road - Muthaiga,1/4/2025 11:45,57,102
Uhuru Highway - Haile Selassie,1/4/2025 11:45,52,66
Waiyaki Way - Westlands,1/4/2025 11:45,36,84
Ngong Road - Adams Arcade,1/4/2025 11:45,45,66
Jogoo Road - City Stadium,1/4/2025 11:45,50,114
Thika Road - Muthaiga,1/4/2025 12:00,63,80
Uhuru Highway - Haile Selassie,1/4/2025 12:00,49,103
Waiyaki Way - Westlands,1/4/2025 12:00,35,82
Ngong Road - Adams Arcade,1/4/2025 12:00,46,79
Jogoo Road - City Stadium,1/4/2025 12:00,44,93
Thika Road - Muthaiga,1/4/2025 12:15,64,75
Uhuru Highway - Haile Selassie,1/4/2025 12:15,61,90
Waiyaki Way - Westlands,1/4/2025 12:15,43,84
Ngong Road - Adams Arcade,1/4/2025 12:15,40,62
Jogoo Road - City Stadium,1/4/2025 12:15,52,109
Thika Road - Muthaiga,1/4/2025 12:30,64,104
Uhuru Highway - Haile Selassie,1/4/2025 12:30,52,93
Waiyaki Way - Westlands,1/4/2025 12:30,60,88
Ngong Road - Adams Arcade,1/4/2025 12:30,52,67
Jogoo Road - City Stadium,1/4/2025 12:30,62,108
Thika Road - Muthaiga,1/4/2025 12:45,65,83
Uhuru Highway - Haile Selassie,1/4/2025 12:45,50,144
Waiyaki Way - Westlands,1/4/2025 12:45,34,76
Ngong Road - Adams Arcade,1/4/2025 12:45,29,95
Jogoo Road - City Stadium,1/4/2025 12:45,51,89
Thika Road - Muthaiga,1/4/2025 13:00,63,92
Uhuru Highway - Haile Selassie,1/4/2025 13:00,65,113
Waiyaki Way - Westlands,1/4/2025 13:00,44,85
Ngong Road - Adams Arcade,1/4/2025 13:00,51,73
Jogoo Road - City Stadium,1/4/2025 13:00,51,108
Thika Road - Muthaiga,1/4/2025 13:15,50,107
Uhuru Highway - Haile Selassie,1/4/2025 13:15,67,135
Waiyaki Way - Westlands,1/4/2025 13:15,64,111
Ngong Road - Adams Arcade,1/4/2025 13:15,40,60
Jogoo Road - City Stadium,1/4/2025 13:15,53,83
Thika Road - Muthaiga,1/4/2025 13:30,66,74
Uhuru Highway - Haile Selassie,1/4/2025 13:30,60,130
Waiyaki Way - Westlands,1/4/2025 13:30,42,104
Ngong Road - Adams Arcade,1/4/2025 13:30,54,72
Jogoo Road - City Stadium,1/4/2025 13:30,47,106
Thika Road - Muthaiga,1/4/2025 13:45,43,83
Uhuru Highway - Haile Selassie,1/4/2025 13:45,70,93
Waiyaki Way - Westlands,1/4/2025 13:45,51,80
Ngong Road - Adams Arcade,1/4/2025 13:45,34,100
Jogoo Road - City Stadium,1/4/2025 13:45,55,97
Thika Road - Muthaiga,1/4/2025 14:00,80,90
Uhuru Highway - Haile Selassie,1/4/2025 14:00,63,84
Waiyaki Way - Westlands,1/4/2025 14:00,56,97
Ngong Road - Adams Arcade,1/4/2025 14:00,39,91
Jogoo Road - City Stadium,1/4/2025 14:00,33,98
Thika Road - Muthaiga,1/4/2025 14:15,62,99
Uhuru Highway - Haile Selassie,1/4/2025 14:15,63,119
Waiyaki Way - Westlands,1/4/2025 14:15,51,105
Ngong Road - Adams Arcade,1/4/2025 14:15,39,71
Jogoo Road - City Stadium,1/4/2025 14:15,59,112
Thika Road - Muthaiga,1/4/2025 14:30,60,86
Uhuru Highway - Haile Selassie,1/4/2025 14:30,64,96
Waiyaki Way - Westlands,1/4/2025 14:30,65,109
Ngong Road - Adams Arcade,1/4/2025 14:30,41,71
Jogoo Road - City Stadium,1/4/2025 14:30,53,98
Thika Road - Muthaiga,1/4/2025 14:45,53,86
Uhuru Highway - Haile Selassie,1/4/2025 14:45,60,123
Waiyaki Way - Westlands,1/4/2025 14:45,60,86
Ngong Road - Adams Arcade,1/4/2025 14:45,46,102
Jogoo Road - City Stadium,1/4/2025 14:45,52,96
Thika Road - Muthaiga,1/4/2025 15:00,60,77
Uhuru Highway - Haile Selassie,1/4/2025 15:00,62,77
Waiyaki Way - Westlands,1/4/2025 15:00,62,76
Ngong Road - Adams Arcade,1/4/2025 15:00,43,80
Jogoo Road - City Stadium,1/4/2025 15:00,45,85
Thika Road - Muthaiga,1/4/2025 15:15,40,111
Uhuru Highway - Haile Selassie,1/4/2025 15:15,57,129
Waiyaki Way - Westlands,1/4/2025 15:15,41,81
Ngong Road - Adams Arcade,1/4/2025 15:15,37,110
Jogoo Road - City Stadium,1/4/2025 15:15,57,77
Thika Road - Muthaiga,1/4/2025 15:30,52,95
Uhuru Highway - Haile Selassie,1/4/2025 15:30,46,113
Waiyaki Way - Westlands,1/4/2025 15:30,58,116
Ngong Road - Adams Arcade,1/4/2025 15:30,47,92
Jogoo Road - City Stadium,1/4/2025 15:30,47,121
Thika Road - Muthaiga,1/4/2025 15:45,63,72
Uhuru Highway - Haile Selassie,1/4/2025 15:45,46,141
Waiyaki Way - Westlands,1/4/2025 15:45,53,94
Ngong Road - Adams Arcade,1/4/2025 15:45,37,84
Jogoo Road - City Stadium,1/4/2025 15:45,66,111
Thika Road - Muthaiga,1/4/2025 16:00,30,146
Uhuru Highway - Haile Selassie,1/4/2025 16:00,36,152
Waiyaki Way - Westlands,1/4/2025 16:00,35,176
Ngong Road - Adams Arcade,1/4/2025 16:00,23,135
Jogoo Road - City Stadium,1/4/2025 16:00,36,135
Thika Road - Muthaiga,1/4/2025 16:15,25,157
Uhuru Highway - Haile Selassie,1/4/2025 16:15,38,199
Waiyaki Way - Westlands,1/4/2025 16:15,20,180
Ngong Road - Adams Arcade,1/4/2025 16:15,26,115
Jogoo Road - City Stadium,1/4/2025 16:15,44,159
Thika Road - Muthaiga,1/4/2025 16:30,35,154
Uhuru Highway - Haile Selassie,1/4/2025 16:30,44,160
Waiyaki Way - Westlands,1/4/2025 16:30,44,145
Ngong Road - Adams Arcade,1/4/2025 16:30,40,131
Jogoo Road - City Stadium,1/4/2025 16:30,28,162
Thika Road - Muthaiga,1/4/2025 16:45,34,136
Uhuru Highway - Haile Selassie,1/4/2025 16:45,34,182
Waiyaki Way - Westlands,1/4/2025 16:45,29,151
Ngong Road - Adams Arcade,1/4/2025 16:45,11,137
Jogoo Road - City Stadium,1/4/2025 16:45,22,158
Thika Road - Muthaiga,1/4/2025 17:00,24,126
Uhuru Highway - Haile Selassie,1/4/2025 17:00,23,149
Waiyaki Way - Westlands,1/4/2025 17:00,46,149
Ngong Road - Adams Arcade,1/4/2025 17:00,29,128
Jogoo Road - City Stadium,1/4/2025 17:00,31,158
Thika Road - Muthaiga,1/4/2025 17:15,27,142
Uhuru Highway - Haile Selassie,1/4/2025 17:15,48,197
Waiyaki Way - Westlands,1/4/2025 17:15,23,134
Ngong Road - Adams Arcade,1/4/2025 17:15,20,131
Jogoo Road - City Stadium,1/4/2025 17:15,24,159
Thika Road - Muthaiga,1/4/2025 17:30,47,176
Uhuru Highway - Haile Selassie,1/4/2025 17:30,42,179
Waiyaki Way - Westlands,1/4/2025 17:30,26,176
Ngong Road - Adams Arcade,1/4/2025 17:30,28,123
Jogoo Road - City Stadium,1/4/2025 17:30,31,164
Thika Road - Muthaiga,1/4/2025 17:45,31,120
Uhuru Highway - Haile Selassie,1/4/2025 17:45,33,174
Waiyaki Way - Westlands,1/4/2025 17:45,20,189
Ngong Road - Adams Arcade,1/4/2025 17:45,40,143
Jogoo Road - City Stadium,1/4/2025 17:45,26,186
Thika Road - Muthaiga,1/4/2025 18:00,42,151
Uhuru Highway - Haile Selassie,1/4/2025 18:00,33,178
Waiyaki Way - Westlands,1/4/2025 18:00,10,166
Ngong Road - Adams Arcade,1/4/2025 18:00,29,146
Jogoo Road - City Stadium,1/4/2025 18:00,46,148
Thika Road - Muthaiga,1/4/2025 18:15,34,133
Uhuru Highway - Haile Selassie,1/4/2025 18:15,27,205
Waiyaki Way - Westlands,1/4/2025 18:15,30,151
Ngong Road - Adams Arcade,1/4/2025 18:15,29,148
Jogoo Road - City Stadium,1/4/2025 18:15,25,132
Thika Road - Muthaiga,1/4/2025 18:30,36,134
Uhuru Highway - Haile Selassie,1/4/2025 18:30,37,182
Waiyaki Way - Westlands,1/4/2025 18:30,39,133
Ngong Road - Adams Arcade,1/4/2025 18:30,39,139
Jogoo Road - City Stadium,1/4/2025 18:30,38,158
Thika Road - Muthaiga,1/4/2025 18:45,48,150
Uhuru Highway - Haile Selassie,1/4/2025 18:45,33,183
Waiyaki Way - Westlands,1/4/2025 18:45,38,194
Ngong Road - Adams Arcade,1/4/2025 18:45,17,144
Jogoo Road - City Stadium,1/4/2025 18:45,32,132
Thika Road - Muthaiga,1/4/2025 19:00,32,146
Uhuru Highway - Haile Selassie,1/4/2025 19:00,47,178
Waiyaki Way - Westlands,1/4/2025 19:00,22,170
Ngong Road - Adams Arcade,1/4/2025 19:00,21,134
Jogoo Road - City Stadium,1/4/2025 19:00,26,146
Thika Road - Muthaiga,1/4/2025 19:15,27,136
Uhuru Highway - Haile Selassie,1/4/2025 19:15,29,174
Waiyaki Way - Westlands,1/4/2025 19:15,47,116
Ngong Road - Adams Arcade,1/4/2025 19:15,25,152
Jogoo Road - City Stadium,1/4/2025 19:15,20,152
Thika Road - Muthaiga,1/4/2025 19:30,52,169
Uhuru Highway - Haile Selassie,1/4/2025 19:30,42,178
Waiyaki Way - Westlands,1/4/2025 19:30,20,162
Ngong Road - Adams Arcade,1/4/2025 19:30,29,129
Jogoo Road - City Stadium,1/4/2025 19:30,28,145
Thika Road - Muthaiga,1/4/2025 19:45,36,142
Uhuru Highway - Haile Selassie,1/4/2025 19:45,25,176
Waiyaki Way - Westlands,1/4/2025 19:45,20,149
Ngong Road - Adams Arcade,1/4/2025 19:45,11,150
Jogoo Road - City Stadium,1/4/2025 19:45,41,169
Thika Road - Muthaiga,1/4/2025 20:00,39,85
Uhuru Highway - Haile Selassie,1/4/2025 20:00,54,104
Waiyaki Way - Westlands,1/4/2025 20:00,45,84
Ngong Road - Adams Arcade,1/4/2025 20:00,50,107
Jogoo Road - City Stadium,1/4/2025 20:00,35,81
Thika Road - Muthaiga,1/4/2025 20:15,58,85
Uhuru Highway - Haile Selassie,1/4/2025 20:15,50,117
Waiyaki Way - Westlands,1/4/2025 20:15,65,107
Ngong Road - Adams Arcade,1/4/2025 20:15,44,97
Jogoo Road - City Stadium,1/4/2025 20:15,45,92
Thika Road - Muthaiga,1/4/2025 20:30,54,107
Uhuru Highway - Haile Selassie,1/4/2025 20:30,55,110
Waiyaki Way - Westlands,1/4/2025 20:30,39,92
Ngong Road - Adams Arcade,1/4/2025 20:30,44,89
Jogoo Road - City Stadium,1/4/2025 20:30,43,102
Thika Road - Muthaiga,1/4/2025 20:45,52,108
Uhuru Highway - Haile Selassie,1/4/2025 20:45,41,135
Waiyaki Way - Westlands,1/4/2025 20:45,53,106
Ngong Road - Adams Arcade,1/4/2025 20:45,48,73
Jogoo Road - City Stadium,1/4/2025 20:45,30,114
Thika Road - Muthaiga,1/4/2025 21:00,40,97
Uhuru Highway - Haile Selassie,1/4/2025 21:00,68,95
Waiyaki Way - Westlands,1/4/2025 21:00,40,91
Ngong Road - Adams Arcade,1/4/2025 21:00,61,82
Jogoo Road - City Stadium,1/4/2025 21:00,39,67
Thika Road - Muthaiga,1/4/2025 21:15,74,112
Uhuru Highway - Haile Selassie,1/4/2025 21:15,45,108
Waiyaki Way - Westlands,1/4/2025 21:15,62,131
Ngong Road - Adams Arcade,1/4/2025 21:15,38,95
Jogoo Road - City Stadium,1/4/2025 21:15,46,94
Thika Road - Muthaiga,1/4/2025 21:30,71,94
Uhuru Highway - Haile Selassie,1/4/2025 21:30,46,123
Waiyaki Way - Westlands,1/4/2025 21:30,52,120
Ngong Road - Adams Arcade,1/4/2025 21:30,56,95
Jogoo Road - City Stadium,1/4/2025 21:30,47,78
Thika Road - Muthaiga,1/4/2025 21:45,47,82
Uhuru Highway - Haile Selassie,1/4/2025 21:45,75,115
Waiyaki Way - Westlands,1/4/2025 21:45,49,72
Ngong Road - Adams Arcade,1/4/2025 21:45,45,94
Jogoo Road - City Stadium,1/4/2025 21:45,37,93
Thika Road - Muthaiga,1/4/2025 22:00,53,93
Uhuru Highway - Haile Selassie,1/4/2025 22:00,64,77
Waiyaki Way - Westlands,1/4/2025 22:00,50,114
Ngong Road - Adams Arcade,1/4/2025 22:00,53,88
Jogoo Road - City Stadium,1/4/2025 22:00,55,98
Thika Road - Muthaiga,1/4/2025 22:15,70,85
Uhuru Highway - Haile Selassie,1/4/2025 22:15,56,114
Waiyaki Way - Westlands,1/4/2025 22:15,52,80
Ngong Road - Adams Arcade,1/4/2025 22:15,39,72
Jogoo Road - City Stadium,1/4/2025 22:15,39,82
Thika Road - Muthaiga,1/4/2025 22:30,70,121
Uhuru Highway - Haile Selassie,1/4/2025 22:30,45,138
Waiyaki Way - Westlands,1/4/2025 22:30,39,101
Ngong Road - Adams Arcade,1/4/2025 22:30,37,74
Jogoo Road - City Stadium,1/4/2025 22:30,44,113
Thika Road - Muthaiga,1/4/2025 22:45,64,106
Uhuru Highway - Haile Selassie,1/4/2025 22:45,43,144
Waiyaki Way - Westlands,1/4/2025 22:45,59,118
Ngong Road - Adams Arcade,1/4/2025 22:45,53,70
Jogoo Road - City Stadium,1/4/2025 22:45,46,100
Thika Road - Muthaiga,1/4/2025 23:00,54,77
Uhuru Highway - Haile Selassie,1/4/2025 23:00,55,140
Waiyaki Way - Westlands,1/4/2025 23:00,43,111
Ngong Road - Adams Arcade,1/4/2025 23:00,53,73
Jogoo Road - City Stadium,1/4/2025 23:00,44,74
Thika Road - Muthaiga,1/4/2025 23:15,60,90
Uhuru Highway - Haile Selassie,1/4/2025 23:15,58,107
Waiyaki Way - Westlands,1/4/2025 23:15,55,110
Ngong Road - Adams Arcade,1/4/2025 23:15,42,70
Jogoo Road - City Stadium,1/4/2025 23:15,55,112
Thika Road - Muthaiga,1/4/2025 23:30,62,69
Uhuru Highway - Haile Selassie,1/4/2025 23:30,55,80
Waiyaki Way - Westlands,1/4/2025 23:30,42,128
Ngong Road - Adams Arcade,1/4/2025 23:30,51,72
Jogoo Road - City Stadium,1/4/2025 23:30,42,71
Thika Road - Muthaiga,1/4/2025 23:45,54,98
Uhuru Highway - Haile Selassie,1/4/2025 23:45,60,106
Waiyaki Way - Westlands,1/4/2025 23:45,52,106
Ngong Road - Adams Arcade,1/4/2025 23:45,47,79
Jogoo Road - City Stadium,1/4/2025 23:45,51,93
Thika Road - Muthaiga,1/5/2025 0:00,58,82
Uhuru Highway - Haile Selassie,1/5/2025 0:00,54,95
Waiyaki Way - Westlands,1/5/2025 0:00,41,87
Ngong Road - Adams Arcade,1/5/2025 0:00,46,88
Jogoo Road - City Stadium,1/5/2025 0:00,44,106
Thika Road - Muthaiga,1/5/2025 0:15,64,96
Uhuru Highway - Haile Selassie,1/5/2025 0:15,48,116
Waiyaki Way - Westlands,1/5/2025 0:15,52,102
Ngong Road - Adams Arcade,1/5/2025 0:15,28,85
Jogoo Road - City Stadium,1/5/2025 0:15,65,97
Thika Road - Muthaiga,1/5/2025 0:30,54,84
Uhuru Highway - Haile Selassie,1/5/2025 0:30,57,115
Waiyaki Way - Westlands,1/5/2025 0:30,39,117
Ngong Road - Adams Arcade,1/5/2025 0:30,49,95
Jogoo Road - City Stadium,1/5/2025 0:30,50,92
Thika Road - Muthaiga,1/5/2025 0:45,66,105
Uhuru Highway - Haile Selassie,1/5/2025 0:45,61,92
Waiyaki Way - Westlands,1/5/2025 0:45,50,99
Ngong Road - Adams Arcade,1/5/2025 0:45,43,86
Jogoo Road - City Stadium,1/5/2025 0:45,47,112
Thika Road - Muthaiga,1/5/2025 1:00,56,73
Uhuru Highway - Haile Selassie,1/5/2025 1:00,64,112
Waiyaki Way - Westlands,1/5/2025 1:00,43,109
Ngong Road - Adams Arcade,1/5/2025 1:00,47,122
Jogoo Road - City Stadium,1/5/2025 1:00,46,114
Thika Road - Muthaiga,1/5/2025 1:15,66,98
Uhuru Highway - Haile Selassie,1/5/2025 1:15,63,128
Waiyaki Way - Westlands,1/5/2025 1:15,47,113
Ngong Road - Adams Arcade,1/5/2025 1:15,47,76
Jogoo Road - City Stadium,1/5/2025 1:15,46,108
Thika Road - Muthaiga,1/5/2025 1:30,71,105
Uhuru Highway - Haile Selassie,1/5/2025 1:30,48,96
Waiyaki Way - Westlands,1/5/2025 1:30,52,97
Ngong Road - Adams Arcade,1/5/2025 1:30,55,77
Jogoo Road - City Stadium,1/5/2025 1:30,48,101
Thika Road - Muthaiga,1/5/2025 1:45,49,68
Uhuru Highway - Haile Selassie,1/5/2025 1:45,37,114
Waiyaki Way - Westlands,1/5/2025 1:45,48,115
Ngong Road - Adams Arcade,1/5/2025 1:45,63,133
Jogoo Road - City Stadium,1/5/2025 1:45,47,92
Thika Road - Muthaiga,1/5/2025 2:00,73,104
Uhuru Highway - Haile Selassie,1/5/2025 2:00,40,85
Waiyaki Way - Westlands,1/5/2025 2:00,54,90
Ngong Road - Adams Arcade,1/5/2025 2:00,53,92
Jogoo Road - City Stadium,1/5/2025 2:00,29,77
Thika Road - Muthaiga,1/5/2025 2:15,53,102
Uhuru Highway - Haile Selassie,1/5/2025 2:15,56,79
Waiyaki Way - Westlands,1/5/2025 2:15,49,111
Ngong Road - Adams Arcade,1/5/2025 2:15,43,78
Jogoo Road - City Stadium,1/5/2025 2:15,37,89
Thika Road - Muthaiga,1/5/2025 2:30,64,79
Uhuru Highway - Haile Selassie,1/5/2025 2:30,56,114
Waiyaki Way - Westlands,1/5/2025 2:30,48,85
Ngong Road - Adams Arcade,1/5/2025 2:30,46,52
Jogoo Road - City Stadium,1/5/2025 2:30,36,116
Thika Road - Muthaiga,1/5/2025 2:45,62,81
Uhuru Highway - Haile Selassie,1/5/2025 2:45,51,128
Waiyaki Way - Westlands,1/5/2025 2:45,34,89
Ngong Road - Adams Arcade,1/5/2025 2:45,61,86
Jogoo Road - City Stadium,1/5/2025 2:45,47,99
Thika Road - Muthaiga,1/5/2025 3:00,59,94
Uhuru Highway - Haile Selassie,1/5/2025 3:00,61,97
Waiyaki Way - Westlands,1/5/2025 3:00,50,103
Ngong Road - Adams Arcade,1/5/2025 3:00,55,70
Jogoo Road - City Stadium,1/5/2025 3:00,43,104
Thika Road - Muthaiga,1/5/2025 3:15,56,105
Uhuru Highway - Haile Selassie,1/5/2025 3:15,48,98
